transaction_id,date,customer_id,customer_name,product_id,product_name,category,price,merchant_id,merchant_name,distributor_id,distributor_name,commission_percentage
T0230,2025-01-05,C185,Customer_156,P008,Product_3,Electronics,328.6,M007,Merchant_8,D10,Distributor_5,0.01
T0231,2025-01-09,C145,Customer_67,P038,Product_40,Furniture,87.71,M020,Merchant_4,D05,Distributor_5,0.01
T0232,2025-01-20,C091,Customer_144,P030,Product_22,Groceries,246.64,M027,Merchant_41,D05,Distributor_4,0.005
T0233,2025-01-13,C134,Customer_72,P032,Product_6,Electronics,456.52,M036,Merchant_49,D09,Distributor_6,0.01
T0234,2025-01-07,C130,Customer_197,P028,Product_5,Clothing,86.35,M013,Merchant_38,D02,Distributor_2,0.007
T0235,2025-01-13,C079,Customer_81,P026,Product_22,Electronics,359.86,M025,Merchant_24,D03,Distributor_7,0.01
T0236,2025-01-01,C123,Customer_125,P022,Product_46,Furniture,321.28,M006,Merchant_29,D06,Distributor_4,0.01
T0237,2025-01-05,C144,Customer_18,P015,Product_50,Groceries,292.41,M001,Merchant_35,D06,Distributor_2,0.005
T0238,2025-01-19,C094,Customer_172,P019,Product_18,Books,407.04,M018,Merchant_26,D05,Distributor_8,0.008
T0239,2025-01-29,C190,Customer_60,P038,Product_30,Books,299.9,M050,Merchant_7,D06,Distributor_1,0.008
T0240,2025-01-28,C086,Customer_90,P014,Product_2,Clothing,440.62,M019,Merchant_47,D07,Distributor_4,0.007
T0241,2025-01-04,C131,Customer_54,P045,Product_19,Clothing,444.6,M039,Merchant_27,D03,Distributor_3,0.007
T0242,2025-01-03,C190,Customer_34,P048,Product_5,Groceries,494.43,M018,Merchant_24,D04,Distributor_7,0.005
T0243,2025-01-07,C163,Customer_19,P002,Product_24,Groceries,407.09,M049,Merchant_33,D04,Distributor_7,0.005
T0244,2025-01-14,C123,Customer_54,P005,Product_4,Books,478.47,M035,Merchant_9,D06,Distributor_4,0.008
T0245,2025-01-21,C097,Customer_193,P012,Product_17,Furniture,339.32,M023,Merchant_14,D03,Distributor_10,0.01
T0246,2025-01-24,C195,Customer_176,P047,Product_21,Books,353.1,M016,Merchant_31,D04,Distributor_10,0.008
T0247,2025-01-04,C178,Customer_4,P009,Product_31,Books,370.37,M046,Merchant_33,D04,Distributor_4,0.008
T0248,2025-01-06,C125,Customer_173,P024,Product_6,Electronics,98.23,M043,Merchant_17,D04,Distributor_3,0.01
T0249,2025-01-30,C086,Customer_186,P004,Product_28,Clothing,92.0,M005,Merchant_45,D01,Distributor_5,0.007
T0250,2025-01-08,C145,Customer_101,P046,Product_22,Furniture,120.7,M004,Merchant_4,D08,Distributor_6,0.01
T0251,2025-01-24,C112,Customer_150,P042,Product_33,Clothing,74.78,M041,Merchant_41,D10,Distributor_1,0.007
T0252,2025-01-22,C111,Customer_110,P050,Product_27,Groceries,428.0,M031,Merchant_10,D03,Distributor_1,0.005
T0253,2025-01-16,C104,Customer_86,P031,Product_46,Furniture,330.47,M046,Merchant_17,D05,Distributor_2,0.01
T0254,2025-01-24,C068,Customer_172,P044,Product_28,Groceries,326.77,M022,Merchant_41,D04,Distributor_5,0.005
T0255,2025-01-15,C049,Customer_89,P041,Product_2,Clothing,409.23,M026,Merchant_13,D04,Distributor_5,0.007
T0256,2025-01-13,C098,Customer_64,P048,Product_33,Groceries,169.7,M020,Merchant_39,D06,Distributor_8,0.005
T0257,2025-01-22,C121,Customer_87,P039,Product_11,Electronics,496.08,M009,Merchant_18,D09,Distributor_4,0.01
T0258,2025-01-07,C119,Customer_189,P050,Product_7,Furniture,413.84,M027,Merchant_6,D04,Distributor_1,0.01
T0259,2025-01-06,C150,Customer_28,P023,Product_28,Electronics,79.49,M034,Merchant_22,D06,Distributor_1,0.01
T0260,2025-01-22,C076,Customer_75,P015,Product_47,Books,131.97,M003,Merchant_38,D02,Distributor_10,0.008
T0261,2025-01-27,C014,Customer_7,P011,Product_36,Furniture,22.92,M002,Merchant_8,D05,Distributor_9,0.01
T0262,2025-01-10,C121,Customer_76,P039,Product_38,Books,112.31,M007,Merchant_9,D07,Distributor_10,0.008
T0263,2025-01-14,C010,Customer_149,P018,Product_35,Groceries,50.92,M014,Merchant_38,D01,Distributor_4,0.005
T0264,2025-01-10,C139,Customer_22,P028,Product_18,Clothing,110.1,M005,Merchant_11,D04,Distributor_9,0.007
T0265,2025-01-10,C078,Customer_115,P008,Product_31,Electronics,356.88,M007,Merchant_31,D06,Distributor_1,0.01
T0266,2025-01-08,C054,Customer_44,P033,Product_4,Furniture,74.1,M049,Merchant_23,D08,Distributor_2,0.01
T0267,2025-01-07,C064,Customer_198,P036,Product_23,Furniture,238.37,M043,Merchant_42,D10,Distributor_10,0.01
T0268,2025-01-16,C099,Customer_52,P035,Product_43,Groceries,385.6,M015,Merchant_40,D07,Distributor_7,0.005
T0269,2025-01-11,C070,Customer_156,P022,Product_35,Clothing,292.07,M013,Merchant_42,D08,Distributor_10,0.007
T0270,2025-01-01,C189,Customer_181,P023,Product_10,Books,429.37,M034,Merchant_28,D02,Distributor_6,0.008
T0271,2025-01-20,C107,Customer_183,P043,Product_47,Clothing,257.08,M029,Merchant_43,D01,Distributor_7,0.007
T0272,2025-01-11,C024,Customer_191,P032,Product_12,Electronics,114.6,M010,Merchant_11,D10,Distributor_7,0.01
T0273,2025-01-29,C151,Customer_79,P009,Product_15,Books,265.95,M003,Merchant_17,D07,Distributor_6,0.008
T0274,2025-01-26,C155,Customer_193,P001,Product_38,Groceries,220.5,M019,Merchant_39,D03,Distributor_6,0.005
T0275,2025-01-20,C069,Customer_85,P001,Product_50,Groceries,122.19,M014,Merchant_4,D07,Distributor_1,0.005
T0276,2025-01-15,C039,Customer_150,P037,Product_16,Groceries,355.86,M033,Merchant_45,D01,Distributor_9,0.005
T0277,2025-01-28,C025,Customer_171,P025,Product_16,Groceries,129.05,M002,Merchant_3,D07,Distributor_1,0.005
T0278,2025-01-11,C175,Customer_55,P019,Product_2,Books,248.99,M043,Merchant_39,D05,Distributor_8,0.008
T0279,2025-01-12,C145,Customer_144,P026,Product_43,Clothing,240.55,M024,Merchant_30,D06,Distributor_5,0.007
T0280,2025-01-22,C144,Customer_32,P007,Product_27,Books,201.33,M007,Merchant_16,D02,Distributor_4,0.008
T0281,2025-01-27,C114,Customer_38,P044,Product_26,Furniture,12.71,M007,Merchant_23,D04,Distributor_2,0.01
T0282,2025-01-13,C180,Customer_141,P024,Product_46,Groceries,174.71,M014,Merchant_3,D05,Distributor_4,0.005
T0283,2025-01-02,C044,Customer_58,P015,Product_48,Electronics,404.14,M010,Merchant_41,D05,Distributor_3,0.01
T0284,2025-01-12,C091,Customer_93,P015,Product_20,Books,225.23,M047,Merchant_17,D01,Distributor_5,0.008
T0285,2025-01-04,C044,Customer_109,P030,Product_15,Groceries,75.97,M031,Merchant_17,D10,Distributor_5,0.005
T0286,2025-01-23,C024,Customer_63,P004,Product_3,Electronics,238.19,M006,Merchant_32,D03,Distributor_2,0.01
T0287,2025-01-04,C025,Customer_58,P019,Product_26,Electronics,287.42,M021,Merchant_39,D01,Distributor_9,0.01
T0288,2025-01-31,C193,Customer_96,P022,Product_42,Furniture,342.15,M044,Merchant_30,D08,Distributor_10,0.01
T0289,2025-01-21,C073,Customer_189,P031,Product_27,Groceries,187.58,M024,Merchant_37,D10,Distributor_5,0.005
T0290,2025-01-06,C054,Customer_106,P046,Product_4,Groceries,389.54,M026,Merchant_22,D02,Distributor_9,0.005
T0291,2025-01-23,C111,Customer_98,P038,Product_28,Electronics,92.66,M031,Merchant_46,D04,Distributor_10,0.01
T0292,2025-01-08,C180,Customer_26,P035,Product_10,Books,186.46,M014,Merchant_13,D08,Distributor_1,0.008
T0293,2025-01-21,C189,Customer_102,P004,Product_10,Furniture,214.73,M003,Merchant_49,D08,Distributor_10,0.01
T0294,2025-01-16,C162,Customer_151,P013,Product_45,Groceries,483.35,M028,Merchant_33,D07,Distributor_10,0.005
T0295,2025-01-08,C111,Customer_51,P023,Product_49,Electronics,440.62,M007,Merchant_3,D06,Distributor_4,0.01
T0296,2025-01-23,C009,Customer_1,P049,Product_1,Furniture,200.23,M024,Merchant_46,D08,Distributor_5,0.01
T0297,2025-01-04,C138,Customer_190,P020,Product_24,Clothing,243.82,M033,Merchant_48,D05,Distributor_4,0.007
T0298,2025-01-22,C046,Customer_145,P018,Product_34,Clothing,44.58,M024,Merchant_26,D05,Distributor_10,0.007
T0299,2025-01-25,C121,Customer_151,P015,Product_24,Groceries,243.28,M003,Merchant_35,D07,Distributor_1,0.005
T0300,2025-01-14,C126,Customer_182,P005,Product_41,Books,242.4,M041,Merchant_31,D10,Distributor_9,0.008
T0301,2025-01-23,C023,Customer_168,P024,Product_40,Electronics,412.35,M008,Merchant_22,D02,Distributor_4,0.01
T0302,2025-01-27,C147,Customer_114,P012,Product_27,Electronics,495.8,M027,Merchant_17,D01,Distributor_6,0.01
T0303,2025-01-11,C184,Customer_45,P021,Product_1,Electronics,314.47,M040,Merchant_5,D01,Distributor_9,0.01
T0304,2025-01-05,C150,Customer_189,P048,Product_6,Books,420.06,M018,Merchant_20,D07,Distributor_9,0.008
T0305,2025-01-09,C112,Customer_48,P006,Product_49,Books,198.21,M044,Merchant_2,D09,Distributor_8,0.008
T0306,2025-01-01,C037,Customer_140,P015,Product_39,Furniture,29.6,M010,Merchant_22,D03,Distributor_2,0.01
T0307,2025-01-30,C037,Customer_183,P026,Product_21,Furniture,188.43,M048,Merchant_37,D10,Distributor_10,0.01
T0308,2025-01-26,C199,Customer_200,P008,Product_30,Electronics,270.69,M038,Merchant_50,D07,Distributor_1,0.01
T0309,2025-01-18,C169,Customer_118,P022,Product_30,Books,395.12,M007,Merchant_46,D04,Distributor_10,0.008
T0310,2025-01-04,C056,Customer_172,P043,Product_38,Electronics,70.35,M041,Merchant_1,D07,Distributor_2,0.01
T0311,2025-01-04,C042,Customer_161,P048,Product_25,Clothing,248.87,M025,Merchant_36,D06,Distributor_2,0.007
T0312,2025-01-08,C061,Customer_167,P020,Product_3,Furniture,103.27,M002,Merchant_26,D08,Distributor_9,0.01
T0313,2025-01-18,C033,Customer_77,P029,Product_11,Groceries,465.08,M019,Merchant_14,D06,Distributor_3,0.005
T0314,2025-01-17,C170,Customer_14,P019,Product_44,Books,225.19,M005,Merchant_1,D05,Distributor_2,0.008
T0315,2025-01-02,C146,Customer_61,P006,Product_28,Furniture,112.0,M002,Merchant_40,D09,Distributor_8,0.01
T0316,2025-01-26,C035,Customer_143,P041,Product_32,Clothing,95.24,M044,Merchant_38,D03,Distributor_6,0.007
T0317,2025-01-09,C078,Customer_9,P019,Product_7,Groceries,371.53,M021,Merchant_4,D02,Distributor_10,0.005
T0318,2025-01-24,C120,Customer_1,P015,Product_6,Groceries,413.64,M048,Merchant_18,D08,Distributor_3,0.005
T0319,2025-01-05,C126,Customer_8,P050,Product_11,Clothing,35.61,M012,Merchant_46,D07,Distributor_6,0.007
T0320,2025-01-07,C036,Customer_40,P030,Product_31,Clothing,240.99,M034,Merchant_11,D06,Distributor_1,0.007
T0321,2025-01-31,C063,Customer_38,P035,Product_26,Clothing,183.5,M016,Merchant_2,D05,Distributor_6,0.007
T0322,2025-01-22,C120,Customer_102,P017,Product_20,Groceries,20.04,M025,Merchant_38,D05,Distributor_4,0.005
T0323,2025-01-28,C174,Customer_29,P047,Product_50,Groceries,315.59,M036,Merchant_35,D10,Distributor_3,0.005
T0324,2025-01-22,C020,Customer_126,P004,Product_41,Groceries,31.64,M040,Merchant_6,D04,Distributor_2,0.005
T0325,2025-01-30,C083,Customer_22,P049,Product_49,Clothing,326.69,M026,Merchant_8,D04,Distributor_3,0.007
T0326,2025-01-01,C085,Customer_3,P029,Product_43,Electronics,499.5,M026,Merchant_33,D01,Distributor_6,0.01
T0327,2025-01-30,C157,Customer_187,P035,Product_17,Electronics,329.74,M048,Merchant_9,D10,Distributor_6,0.01
T0328,2025-01-24,C056,Customer_77,P048,Product_21,Groceries,317.45,M017,Merchant_45,D06,Distributor_8,0.005
T0329,2025-01-09,C112,Customer_149,P022,Product_9,Groceries,290.16,M039,Merchant_7,D04,Distributor_7,0.005
T0330,2025-01-05,C148,Customer_74,P038,Product_2,Electronics,184.95,M001,Merchant_45,D08,Distributor_5,0.01
T0331,2025-01-17,C101,Customer_35,P014,Product_47,Groceries,332.78,M032,Merchant_23,D07,Distributor_1,0.005
T0332,2025-01-17,C090,Customer_141,P001,Product_21,Clothing,455.87,M008,Merchant_31,D05,Distributor_1,0.007
T0333,2025-01-04,C109,Customer_147,P034,Product_30,Furniture,311.66,M027,Merchant_47,D06,Distributor_8,0.01
T0334,2025-01-30,C026,Customer_45,P011,Product_30,Electronics,314.32,M003,Merchant_18,D06,Distributor_3,0.01
T0335,2025-01-07,C129,Customer_80,P031,Product_33,Groceries,364.68,M008,Merchant_18,D04,Distributor_10,0.005
T0336,2025-01-11,C001,Customer_176,P027,Product_11,Groceries,222.26,M002,Merchant_37,D04,Distributor_6,0.005
T0337,2025-01-04,C184,Customer_97,P025,Product_23,Electronics,85.37,M028,Merchant_15,D04,Distributor_3,0.01
T0338,2025-01-10,C046,Customer_57,P033,Product_45,Groceries,123.53,M040,Merchant_6,D02,Distributor_10,0.005
T0339,2025-01-09,C033,Customer_40,P022,Product_23,Groceries,326.21,M006,Merchant_30,D10,Distributor_4,0.005
T0340,2025-01-09,C193,Customer_187,P013,Product_12,Furniture,168.69,M028,Merchant_19,D02,Distributor_2,0.01
T0341,2025-01-18,C100,Customer_39,P031,Product_2,Clothing,341.76,M004,Merchant_28,D10,Distributor_7,0.007
T0342,2025-01-26,C025,Customer_107,P011,Product_7,Books,165.33,M034,Merchant_16,D07,Distributor_6,0.008
T0343,2025-01-24,C110,Customer_182,P031,Product_29,Furniture,357.0,M037,Merchant_8,D05,Distributor_2,0.01
T0344,2025-01-02,C041,Customer_122,P040,Product_22,Clothing,375.93,M029,Merchant_35,D10,Distributor_10,0.007
T0345,2025-01-16,C006,Customer_17,P001,Product_13,Books,373.66,M030,Merchant_4,D09,Distributor_6,0.008
T0346,2025-01-21,C086,Customer_6,P023,Product_46,Books,151.34,M047,Merchant_35,D04,Distributor_10,0.008
T0347,2025-01-23,C100,Customer_83,P045,Product_46,Electronics,348.1,M041,Merchant_21,D01,Distributor_3,0.01
T0348,2025-01-22,C053,Customer_129,P047,Product_5,Books,302.95,M016,Merchant_32,D01,Distributor_4,0.008
T0349,2025-01-03,C141,Customer_80,P039,Product_19,Books,159.35,M035,Merchant_4,D01,Distributor_6,0.008
T0350,2025-01-05,C089,Customer_160,P027,Product_34,Groceries,167.85,M006,Merchant_8,D09,Distributor_6,0.005
T0351,2025-01-11,C051,Customer_68,P046,Product_37,Books,278.74,M026,Merchant_25,D05,Distributor_8,0.008
T0352,2025-01-23,C011,Customer_113,P002,Product_4,Clothing,394.8,M047,Merchant_21,D04,Distributor_4,0.007
T0353,2025-01-07,C196,Customer_35,P013,Product_12,Clothing,226.11,M026,Merchant_48,D08,Distributor_9,0.007
T0354,2025-01-16,C190,Customer_130,P023,Product_32,Furniture,11.94,M006,Merchant_31,D09,Distributor_2,0.01
T0355,2025-01-21,C084,Customer_169,P016,Product_3,Electronics,364.9,M031,Merchant_3,D05,Distributor_9,0.01
T0356,2025-01-29,C011,Customer_114,P008,Product_23,Clothing,307.23,M005,Merchant_48,D06,Distributor_7,0.007
T0357,2025-01-25,C106,Customer_115,P025,Product_2,Groceries,453.64,M046,Merchant_18,D06,Distributor_2,0.005
T0358,2025-01-06,C124,Customer_56,P014,Product_16,Groceries,156.94,M018,Merchant_34,D06,Distributor_1,0.005
T0359,2025-01-21,C003,Customer_93,P048,Product_30,Groceries,412.47,M013,Merchant_43,D08,Distributor_7,0.005
T0360,2025-01-24,C193,Customer_150,P023,Product_49,Electronics,379.15,M030,Merchant_30,D07,Distributor_7,0.01
T0361,2025-01-13,C022,Customer_54,P005,Product_1,Books,234.86,M041,Merchant_17,D02,Distributor_5,0.008
T0362,2025-01-26,C011,Customer_76,P021,Product_2,Clothing,187.98,M018,Merchant_25,D09,Distributor_7,0.007
T0363,2025-01-06,C173,Customer_123,P026,Product_31,Electronics,401.91,M030,Merchant_11,D03,Distributor_1,0.01
T0364,2025-01-03,C137,Customer_79,P010,Product_7,Furniture,460.94,M007,Merchant_34,D07,Distributor_5,0.01
T0365,2025-01-04,C012,Customer_73,P001,Product_25,Electronics,257.5,M044,Merchant_4,D08,Distributor_1,0.01
T0366,2025-01-27,C056,Customer_51,P046,Product_42,Clothing,467.31,M033,Merchant_19,D05,Distributor_9,0.007
T0367,2025-01-06,C183,Customer_148,P033,Product_18,Furniture,337.73,M028,Merchant_32,D10,Distributor_9,0.01
T0368,2025-01-12,C165,Customer_43,P014,Product_11,Books,30.91,M015,Merchant_9,D03,Distributor_6,0.008
T0369,2025-01-26,C174,Customer_45,P027,Product_9,Groceries,314.08,M046,Merchant_42,D02,Distributor_3,0.005
T0370,2025-01-24,C105,Customer_86,P037,Product_20,Groceries,195.95,M038,Merchant_10,D04,Distributor_2,0.005
T0371,2025-01-25,C047,Customer_125,P037,Product_26,Furniture,149.97,M004,Merchant_50,D04,Distributor_3,0.01
T0372,2025-01-28,C105,Customer_163,P034,Product_49,Clothing,425.43,M046,Merchant_31,D06,Distributor_6,0.007
T0373,2025-01-14,C169,Customer_58,P037,Product_7,Electronics,197.46,M013,Merchant_27,D03,Distributor_7,0.01
T0374,2025-01-25,C107,Customer_10,P005,Product_24,Electronics,110.44,M030,Merchant_41,D08,Distributor_3,0.01
T0375,2025-01-27,C150,Customer_105,P041,Product_48,Books,434.69,M014,Merchant_47,D10,Distributor_9,0.008
T0376,2025-01-11,C072,Customer_123,P046,Product_50,Groceries,435.21,M016,Merchant_32,D07,Distributor_10,0.005
T0377,2025-01-10,C129,Customer_70,P035,Product_32,Groceries,240.28,M001,Merchant_11,D09,Distributor_6,0.005
T0378,2025-01-14,C118,Customer_50,P015,Product_41,Electronics,414.85,M015,Merchant_16,D03,Distributor_10,0.01
T0379,2025-01-16,C052,Customer_24,P045,Product_3,Electronics,437.5,M020,Merchant_37,D08,Distributor_10,0.01
T0380,2025-01-26,C077,Customer_180,P041,Product_10,Electronics,491.31,M003,Merchant_12,D04,Distributor_7,0.01
T0381,2025-01-17,C167,Customer_167,P020,Product_23,Furniture,465.57,M043,Merchant_21,D05,Distributor_6,0.01
T0382,2025-01-12,C085,Customer_6,P034,Product_6,Clothing,306.22,M020,Merchant_43,D06,Distributor_1,0.007
T0383,2025-01-25,C037,Customer_30,P015,Product_40,Clothing,267.11,M013,Merchant_25,D03,Distributor_7,0.007
T0384,2025-01-01,C060,Customer_97,P016,Product_9,Groceries,333.57,M035,Merchant_14,D04,Distributor_8,0.005
T0385,2025-01-27,C118,Customer_181,P047,Product_21,Electronics,474.68,M032,Merchant_23,D05,Distributor_7,0.01
T0386,2025-01-10,C181,Customer_200,P014,Product_46,Books,256.24,M002,Merchant_48,D09,Distributor_2,0.008
T0387,2025-01-15,C043,Customer_162,P042,Product_24,Clothing,33.79,M037,Merchant_16,D09,Distributor_7,0.007
T0388,2025-01-05,C107,Customer_86,P030,Product_14,Clothing,119.99,M030,Merchant_32,D01,Distributor_3,0.007
T0389,2025-01-31,C012,Customer_196,P004,Product_8,Groceries,128.53,M018,Merchant_33,D01,Distributor_5,0.005
T0390,2025-01-07,C125,Customer_124,P021,Product_46,Books,377.78,M050,Merchant_44,D05,Distributor_5,0.008
T0391,2025-01-28,C001,Customer_11,P015,Product_29,Clothing,369.02,M004,Merchant_47,D02,Distributor_7,0.007
T0392,2025-01-06,C070,Customer_164,P037,Product_50,Groceries,131.49,M014,Merchant_16,D08,Distributor_3,0.005
T0393,2025-01-04,C029,Customer_160,P023,Product_9,Books,397.17,M041,Merchant_15,D02,Distributor_10,0.008
T0394,2025-01-09,C176,Customer_66,P013,Product_1,Furniture,134.85,M019,Merchant_29,D03,Distributor_10,0.01
T0395,2025-01-23,C135,Customer_63,P004,Product_44,Groceries,202.28,M016,Merchant_14,D06,Distributor_9,0.005
T0396,2025-01-25,C065,Customer_8,P029,Product_38,Groceries,132.68,M022,Merchant_4,D02,Distributor_3,0.005
T0397,2025-01-31,C092,Customer_189,P001,Product_33,Books,225.06,M020,Merchant_27,D01,Distributor_4,0.008
T0398,2025-01-19,C179,Customer_196,P009,Product_50,Electronics,313.93,M025,Merchant_20,D04,Distributor_6,0.01
T0399,2025-01-09,C139,Customer_128,P017,Product_46,Electronics,183.85,M037,Merchant_39,D07,Distributor_3,0.01
T0400,2025-01-05,C189,Customer_76,P010,Product_34,Electronics,467.43,M033,Merchant_13,D07,Distributor_2,0.01
T0401,2025-01-18,C090,Customer_93,P018,Product_24,Clothing,259.73,M031,Merchant_39,D06,Distributor_3,0.007
T0402,2025-01-18,C180,Customer_75,P032,Product_20,Electronics,481.76,M049,Merchant_49,D10,Distributor_5,0.01
T0403,2025-01-30,C184,Customer_166,P021,Product_31,Clothing,171.65,M016,Merchant_31,D03,Distributor_1,0.007
T0404,2025-01-21,C177,Customer_161,P026,Product_27,Books,362.04,M018,Merchant_3,D09,Distributor_9,0.008
T0405,2025-01-27,C006,Customer_43,P039,Product_41,Clothing,455.57,M015,Merchant_38,D08,Distributor_2,0.007
T0406,2025-01-01,C105,Customer_141,P019,Product_8,Furniture,402.15,M006,Merchant_21,D03,Distributor_3,0.01
T0407,2025-01-08,C144,Customer_197,P029,Product_44,Electronics,412.31,M004,Merchant_11,D10,Distributor_4,0.01
T0408,2025-01-14,C104,Customer_101,P018,Product_13,Electronics,495.54,M019,Merchant_12,D08,Distributor_10,0.01
T0409,2025-01-23,C153,Customer_29,P010,Product_22,Clothing,395.44,M001,Merchant_22,D06,Distributor_4,0.007
T0410,2025-01-30,C115,Customer_140,P008,Product_12,Groceries,323.8,M027,Merchant_16,D10,Distributor_4,0.005
T0411,2025-01-11,C151,Customer_19,P005,Product_15,Furniture,166.4,M050,Merchant_42,D07,Distributor_1,0.01
T0412,2025-01-21,C150,Customer_119,P050,Product_26,Electronics,286.3,M013,Merchant_47,D09,Distributor_9,0.01
T0413,2025-01-22,C037,Customer_145,P020,Product_2,Clothing,174.59,M005,Merchant_24,D08,Distributor_8,0.007
T0414,2025-01-07,C025,Customer_80,P002,Product_20,Clothing,393.69,M012,Merchant_2,D10,Distributor_8,0.007
T0415,2025-01-31,C067,Customer_86,P027,Product_6,Furniture,329.73,M014,Merchant_7,D07,Distributor_3,0.01
T0416,2025-01-25,C168,Customer_200,P030,Product_40,Clothing,32.39,M010,Merchant_21,D01,Distributor_1,0.007
T0417,2025-01-04,C096,Customer_143,P044,Product_20,Clothing,36.13,M037,Merchant_47,D04,Distributor_2,0.007
T0418,2025-01-13,C001,Customer_77,P007,Product_6,Electronics,476.49,M016,Merchant_38,D08,Distributor_8,0.01
T0419,2025-01-04,C079,Customer_70,P041,Product_32,Furniture,429.64,M022,Merchant_41,D01,Distributor_6,0.01
T0420,2025-01-30,C065,Customer_62,P011,Product_21,Electronics,160.1,M049,Merchant_2,D01,Distributor_10,0.01
T0421,2025-01-26,C051,Customer_52,P011,Product_8,Clothing,145.96,M042,Merchant_4,D07,Distributor_9,0.007
T0422,2025-01-23,C102,Customer_105,P036,Product_37,Groceries,293.7,M037,Merchant_12,D02,Distributor_3,0.005
T0423,2025-01-25,C151,Customer_19,P038,Product_2,Electronics,182.38,M027,Merchant_49,D01,Distributor_4,0.01
T0424,2025-01-22,C181,Customer_86,P007,Product_27,Books,379.46,M001,Merchant_50,D06,Distributor_1,0.008
T0425,2025-01-25,C067,Customer_91,P014,Product_32,Furniture,281.61,M046,Merchant_24,D06,Distributor_1,0.01
T0426,2025-01-28,C125,Customer_32,P023,Product_34,Books,456.8,M007,Merchant_19,D06,Distributor_7,0.008
T0427,2025-01-28,C200,Customer_2,P001,Product_20,Books,208.01,M044,Merchant_33,D09,Distributor_3,0.008
T0428,2025-01-30,C021,Customer_135,P024,Product_24,Groceries,493.14,M010,Merchant_18,D02,Distributor_5,0.005
T0429,2025-01-06,C116,Customer_104,P005,Product_39,Books,106.85,M045,Merchant_35,D10,Distributor_3,0.008
T0430,2025-01-14,C089,Customer_7,P039,Product_35,Clothing,68.77,M010,Merchant_7,D06,Distributor_8,0.007
T0431,2025-01-20,C045,Customer_134,P012,Product_45,Books,114.66,M050,Merchant_2,D06,Distributor_7,0.008
T0432,2025-01-17,C058,Customer_70,P001,Product_29,Groceries,314.23,M024,Merchant_22,D08,Distributor_3,0.005
T0433,2025-01-23,C165,Customer_62,P038,Product_46,Books,393.51,M043,Merchant_28,D09,Distributor_9,0.008
T0434,2025-01-06,C101,Customer_19,P008,Product_38,Electronics,417.98,M047,Merchant_49,D03,Distributor_4,0.01
T0435,2025-01-18,C037,Customer_38,P044,Product_45,Groceries,247.69,M003,Merchant_25,D08,Distributor_5,0.005
T0436,2025-01-09,C118,Customer_25,P013,Product_16,Books,22.18,M034,Merchant_23,D05,Distributor_4,0.008
T0437,2025-01-17,C003,Customer_106,P026,Product_47,Furniture,259.06,M001,Merchant_45,D03,Distributor_1,0.01
T0438,2025-01-07,C132,Customer_14,P046,Product_9,Electronics,427.91,M011,Merchant_21,D08,Distributor_2,0.01
T0439,2025-01-01,C102,Customer_13,P048,Product_34,Books,476.76,M005,Merchant_13,D01,Distributor_1,0.008
T0440,2025-01-04,C052,Customer_3,P026,Product_18,Furniture,150.11,M027,Merchant_12,D09,Distributor_1,0.01
T0441,2025-01-02,C097,Customer_52,P040,Product_2,Books,344.17,M031,Merchant_18,D08,Distributor_3,0.008
T0442,2025-01-29,C028,Customer_86,P006,Product_32,Electronics,353.23,M028,Merchant_14,D03,Distributor_8,0.01
T0443,2025-01-19,C195,Customer_90,P043,Product_1,Clothing,86.37,M003,Merchant_38,D09,Distributor_2,0.007
T0444,2025-01-22,C185,Customer_113,P050,Product_13,Books,428.52,M016,Merchant_25,D02,Distributor_8,0.008
T0445,2025-01-10,C038,Customer_31,P045,Product_48,Books,281.78,M033,Merchant_36,D01,Distributor_4,0.008
T0446,2025-01-30,C151,Customer_112,P035,Product_12,Electronics,383.47,M043,Merchant_2,D02,Distributor_10,0.01
T0447,2025-01-22,C094,Customer_123,P041,Product_28,Clothing,303.32,M015,Merchant_49,D02,Distributor_6,0.007
T0448,2025-01-16,C066,Customer_148,P029,Product_37,Electronics,370.53,M042,Merchant_9,D01,Distributor_6,0.01
T0449,2025-01-11,C066,Customer_178,P047,Product_37,Groceries,147.25,M009,Merchant_46,D03,Distributor_2,0.005
T0450,2025-01-25,C002,Customer_116,P049,Product_2,Furniture,70.38,M035,Merchant_30,D02,Distributor_5,0.01
T0451,2025-01-13,C077,Customer_151,P039,Product_6,Electronics,152.13,M004,Merchant_5,D04,Distributor_2,0.01
T0452,2025-01-08,C035,Customer_78,P013,Product_50,Books,110.73,M045,Merchant_16,D06,Distributor_9,0.008
T0453,2025-01-19,C161,Customer_100,P029,Product_27,Clothing,142.93,M019,Merchant_40,D09,Distributor_2,0.007
T0454,2025-01-06,C152,Customer_5,P007,Product_7,Books,430.75,M043,Merchant_7,D03,Distributor_2,0.008
T0455,2025-01-31,C186,Customer_67,P036,Product_38,Furniture,131.52,M017,Merchant_46,D05,Distributor_3,0.01
T0456,2025-01-14,C066,Customer_55,P026,Product_6,Clothing,121.4,M036,Merchant_13,D04,Distributor_10,0.007
T0457,2025-01-27,C018,Customer_28,P019,Product_46,Clothing,122.07,M046,Merchant_16,D03,Distributor_8,0.007
T0458,2025-01-27,C170,Customer_31,P025,Product_11,Electronics,85.42,M029,Merchant_5,D04,Distributor_1,0.01
